date;usa;ch;uk;jp;emu;em
1988-01-29;0.11221986023411379;0.004943798334299476;0.059537082955241516;0.12406495440127085;-0.018789224671111215;0.17146203522504866
1988-02-29;0.061597507873004664;0.08120046704337991;0.015187744300398043;0.09597180722231635;0.14336537896450996;0.022395994367685246
1988-03-31;-0.04675400828436216;-0.029055416718135496;0.03338954805898231;0.06064337235893946;-0.0005470813689221199;0.09214970805514122
1988-04-29;0.021713677929534603;0.00659392808370618;0.03957067490422439;0.02302862317807408;0.027779576643985227;0.0664603065881364
1988-05-31;0.04752941455946669;0.005832834766886341;0.008799415709271452;-0.008239326343701947;0.025507091032513696;0.06971354125145823
1988-06-30;0.09474366101642229;0.057881295341988936;0.012029036686479477;0.006699850082814152;0.05691463577960287;0.08158507209159782
1988-07-29;0.033647183688272575;0.018091300166895863;0.047046521844485545;0.0844745111688543;0.03505219585445807;0.010497899280892398
1988-08-31;-0.021163758478038308;-0.010011191522162566;-0.05544029045809129;-0.06362314509986322;-0.014611842882328752;-0.01432025488975841
1988-09-30;0.04767688975099427;0.03956303523113691;0.053924609830174663;0.04809318726953782;0.06645406568204226;0.06985169763736132
1988-10-31;-0.03356018796052396;0.037938839660092594;0.012121043944919085;0.016026774749900552;0.03330305382499321;-0.06835924784618386
1988-11-30;-0.04085345663042217;-0.007695428800915338;-0.015171450276045606;0.060813759305483384;-0.015896056381001222;-0.030001371310474978
1988-12-30;0.05699385356448272;0.038064477016164666;0.021432011997130074;0.046005650578914814;0.06023704523844842;0.06759368407887956
1989-01-31;0.12827339760444967;0.01887361014475175;0.16720679593145182;0.0516722481350782;0.03411139622605597;0.03527724045503544
1989-02-28;-0.0446953257906717;0.004658920590608906;-0.04069496385248095;0.003953380604233114;-0.025705018849645045;0.06018124914494272
1989-03-31;0.08669658976511041;0.05411436408180892;0.06951229959724325;0.025706194446865505;0.07082709588275127;0.16863102244775208
1989-04-28;0.05669034332802658;0.033411707342390295;0.01637685387110288;0.0006827895145833374;0.042326874512059964;0.19244411790823968
1989-05-31;0.0816472832834978;-0.027372759967621896;-0.031099828962700804;-0.017469040454193174;0.0019424037833166707;0.055482173253262435
1989-06-30;-0.03581526845246663;0.11411272469438183;-0.024317432917505877;-0.07549406704495298;0.013990956365947493;-0.14964257680684412
1989-07-31;0.05136274946811903;0.08759957113082573;0.1085686103691863;0.09089958348624383;0.05403674118368973;0.026414568131609695
1989-08-31;0.06427687326973097;0.04648683186445335;0.024006604921017916;-0.023864567773315137;0.045932559208649915;0.07273632913746719
1989-09-29;-0.044991058109036364;-0.040757316579626446;-0.04813707761906094;0.018096934771289375;-0.0039059889301308326;0.0776520605104285
1989-10-31;-0.0243856532344936;-0.05268475681289286;-0.09629340269867048;-0.027883799069837623;-0.04969342950449951;0.012187411301654905
1989-11-30;0.00646686250437134;0.04003692437780271;0.03870339919700183;0.03643879386579085;0.04778477509904189;-0.059900862031004753
1989-12-29;-0.00537511080286579;0.0033990947949891215;0.07087596219953807;-0.02904022551166041;0.09412543659189865;0.09140028588577587
1990-01-31;-0.10103247108545754;-0.04074212906628816;-0.03225612672474609;-0.09644894731053588;-0.049675512897620955;-0.007060905419779884
1990-02-28;0.014148833104625336;0.0018454479274270241;-0.0279939674394013;-0.10397483125387907;-0.026426902658677087;0.038450775991252684
1990-03-30;0.029701785925973834;-0.029568022621748513;-0.023179757607581397;-0.18910753353974719;0.06148018260352894;-0.13023621498929416
1990-04-30;-0.04449007921215631;-0.03694667510356231;-0.08725581290942375;-0.012263243305863147;-0.030219906010505615;0.045689032531385454
1990-05-31;0.06456937384018024;0.13700749488808106;0.11958596690855594;0.11400199991408533;0.0013922662294920674;0.05446943733392873
1990-06-29;-0.009318025414818742;0.012406307458006749;0.053464902800188785;-0.052017799771776674;0.01613757596905674;0.028659532447984137
1990-07-31;-0.038263289417333035;-0.021561077986015587;0.004681353470172622;-0.04975686013437908;0.004613786055968516;0.04806250987470828
1990-08-31;-0.13499289758837052;-0.1498579099876548;-0.09861750216915732;-0.14050126878498903;-0.17009817941258942;-0.1694287941751087
1990-09-28;-0.04482922726051586;-0.11558633472979918;-0.08740530069342778;-0.16223644935895487;-0.13182938647004372;-0.1263481600198172
1990-10-31;-0.011047709922021087;0.05269016149631334;0.07203962582424905;0.23254974458162625;0.09012002685052267;-0.026505440552873183
1990-11-30;0.06287518301727824;-0.022092863519486694;0.051585809006144734;-0.12242869501724163;-0.012478336787170807;-0.054761773197962604
1990-12-31;0.03788583406068424;0.012125121564037;0.002332619504793021;0.05733617572221106;-0.012992404744504138;0.052408725916133436
1991-01-31;0.021517778177811753;0.030156322982341832;0.011915414364386478;0.0027834329754938825;-0.0046641672920862964;0.05375181583673028
1991-02-28;0.10809850698572099;0.10744669917488192;0.12050839738398578;0.16722799051060244;0.13659394007484638;0.18971726768205976
1991-03-29;0.14408760320382186;0.06334246642376118;0.058238288355886736;0.04747782351629515;0.024256148636943697;0.16269167477698643
1991-04-30;0.007615100899698746;0.006959857866313701;-0.009411676878847142;0.028736290273168485;3.283164943068684e-05;0.014192865598202653
1991-05-31;0.04062366903941861;0.04037356585785812;0.005854664108950303;-0.005424249752217225;0.04093947286514332;0.0774325100078479
1991-06-28;0.01317444040456528;-0.03834525843950498;-0.027730329498409145;-0.01452103890365486;-0.03145741319479123;0.02383512794432119
1991-07-31;0.024029876821214824;0.03833965541615436;0.0926133810198202;0.00853710743497782;0.012171036634071264;0.028883328846199374
1991-08-30;0.023355561269297276;-0.001040972920609562;0.024780953967366237;-0.05597688108162657;0.017374407320100538;0.020132192741214805
1991-09-30;-0.06478021166053727;-0.03773978997541727;-0.01263833587792318;0.03453123370240685;-0.017825258563534452;-0.08514856945531946
1991-10-31;0.03514165168277472;0.01624965569224801;-0.00816873923593786;0.06163440749587945;-0.001364108031953748;0.05906366134957497
1991-11-29;-0.0621151230733864;-0.03202072206349604;-0.0687317603677644;-0.09157147105468055;-0.0218518243964011;-0.03719095191728705
1991-12-31;0.046938784882483375;0.015391833096286778;0.019990438048294923;-0.030571453629381184;0.008959077785546166;0.04515240337272286
1992-01-31;0.04260032046159079;0.06884189830123355;0.04967928463002047;0.011255387752839185;0.06802137100047956;0.1829760167599228
1992-02-28;0.045679571802781815;0.041383034025788135;0.022262384549588177;-0.052370727030789266;0.05745553439759998;0.07973870445505993
1992-03-31;-0.007684267475989381;-0.004813566447267825;-0.04629450023540427;-0.09852084727325061;-0.014697953693893595;0.04512890726936214
1992-04-30;0.0456319193581427;0.028553228987514556;0.13740174938581196;-0.04650154176388477;0.03435224280009774;0.00881843035253671
1992-05-29;-0.03873687971921724;0.030399824875203763;0.011996606007686594;0.03407456110508922;0.007066554779317169;-0.046112890690685915
1992-06-30;-0.07095860870525417;-0.02572673803410863;-0.09228111373886672;-0.14268360663230228;-0.06221522651734013;-0.1501704826349758
1992-07-31;-0.0018078802977153918;-0.023740962991400383;-0.07771844482060142;-0.05259347584167362;-0.08410283392649687;-0.031384019780706374
1992-08-31;-0.06689411286249336;-0.022822563353445346;-0.046283351962633;0.12554395714700228;-0.04314333573375506;-0.08858339847999774
1992-09-30;-0.010762210805810524;0.05780074343969699;-0.03893019588221269;-0.04472250507527953;-0.045043414791841374;-0.018066940175269774
1992-10-30;0.11629464509540877;0.009542079436264395;0.020971221414562313;0.05815210052743991;0.04856654681277295;0.16883372431035326
1992-11-30;0.09452524827758069;0.015837405712754382;0.07276644013641476;0.08683313827799832;0.04807513467510738;0.047872552711538896
1992-12-31;0.015530375612608616;0.07363444895686566;0.04691731886464057;-0.01026113516815974;0.007763551680515679;0.0339417207928423
1993-01-29;0.014022206903606449;-0.004679578455733413;-0.016753630471431857;0.002047002665320985;0.029084155345484586;0.010013415032684492
1993-02-26;0.05209984323919947;0.028663647841255413;0.013087803742190651;0.08355929280263874;0.08727869506508346;0.0558275044099763
1993-03-31;0.004433422074124671;0.0479995600235652;0.05621672662175525;0.12275845826157417;0.018899184892629428;0.01668172624187436
